Plasmid,gene_id,old_locus_tag,gene_biotype,Gene,synonym,product,product_kegg,note,other,protein_id,inference_coordinates,exon_number
NC_013716.1,ROD_RS07600,ROD_15241,protein_coding,tam,NA,trans-aconitate 2-methyltransferase,puative trans-aconitate methyltransferase,NA,NA,WP_012905785.1,similar to AA sequence:RefSeq:WP_008784758.1,1
NC_013716.1,ROD_RS07605,ROD_15251,protein_coding,per,NA,DegT/DnrJ/EryC1/StrS aminotransferase family protein,putative perosamine synthetase,NA,NA,WP_012905786.1,similar to AA sequence:RefSeq:WP_004955263.1,1
NC_013716.1,ROD_RS07610,ROD_15261,protein_coding,NA,NA,hypothetical protein,putative membrane protein,NA,NA,WP_012905787.1,similar to AA sequence:RefSeq:WP_004955266.1,1
NC_013716.1,ROD_RS07615,ROD_15271,protein_coding,panF,NA,sodium:solute symporter family protein,putative sodium/pantothenate symporter (pantothenate permease),NA,NA,WP_024132658.1,similar to AA sequence:RefSeq:WP_002442273.1,1
NC_013716.1,ROD_RS07620,ROD_15281,protein_coding,NA,NA,GntR family transcriptional regulator,putative GntR-family transcriptional regulator,NA,NA,WP_012905789.1,similar to AA sequence:RefSeq:WP_002442270.1,1
NC_013716.1,ROD_RS07625,ROD_15291,protein_coding,NA,NA,creatininase family protein,conserved hypothetical protein,NA,NA,WP_012905790.1,similar to AA sequence:RefSeq:WP_004955270.1,1
NC_013716.1,ROD_RS07630,ROD_15301,protein_coding,NA,NA,hypothetical protein,hypothetical protein,NA,NA,WP_012905791.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS26090,NA,pseudogene,NA,NA,helix-turn-helix domain-containing protein,NA,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:WP_001567368.1,1
NC_013716.1,ROD_RS28910,NA,pseudogene,NA,NA,hypothetical protein,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005226954.1,1
NC_013716.1,ROD_RS07635,ROD_15321,protein_coding,yjjJ,NA,type II toxin-antitoxin system HipA family toxin YjjJ,putative DNA-binding protein,NA,NA,WP_012905793.1,similar to AA sequence:RefSeq:WP_009309666.1,1
NC_013716.1,ROD_RS07640,ROD_15331,protein_coding,NA,NA,NirD/YgiW/YdeI family stress tolerance protein,putative exported protein,NA,NA,WP_012905794.1,similar to AA sequence:RefSeq:WP_010257173.1,1
NC_013716.1,ROD_RS07645,ROD_15341,protein_coding,NA,NA,hypothetical protein,putative exported protein,NA,NA,WP_012905795.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS07650,ROD_15351,protein_coding,NA,NA,glycoside hydrolase family 10 protein,putative lipoprotein,NA,NA,WP_024132659.1,similar to AA sequence:RefSeq:WP_020078747.1,1
NC_013716.1,ROD_RS07655,ROD_15361,protein_coding,mlrA,NA,MerR family transcriptional regulator,MerR-family transcriptional regulator,NA,NA,WP_024132660.1,similar to AA sequence:RefSeq:WP_013201420.1,1
NC_013716.1,ROD_RS07660,ROD_15371,protein_coding,NA,NA,diguanylate phosphodiesterase,putative signal transduction protein,NA,NA,WP_012905798.1,similar to AA sequence:RefSeq:WP_003857746.1,1
NC_013716.1,ROD_RS07665,ROD_15381,protein_coding,NA,NA,hypothetical protein,conserved hypothetical protein,NA,NA,WP_012905799.1,similar to AA sequence:RefSeq:WP_013096960.1,1
NC_013716.1,ROD_RS07670,ROD_15391,protein_coding,NA,NA,hypothetical protein,conserved hypothetical protein,NA,NA,WP_012905800.1,similar to AA sequence:RefSeq:WP_007780726.1,1
NC_013716.1,ROD_RS07675,ROD_15401,protein_coding,NA,NA,two-component-system connector protein AriR,conserved hypothetical protein,NA,NA,WP_024132661.1,similar to AA sequence:RefSeq:WP_002895168.1,1
NC_013716.1,ROD_RS07680,ROD_15411,protein_coding,NA,NA,OBAP family protein,putative exported protein,NA,NA,WP_012905802.1,similar to AA sequence:RefSeq:WP_002435738.1,1
NC_013716.1,ROD_RS07685,ROD_15421,protein_coding,glgX,NA,glycogen debranching protein GlgX,putative glycogen debranching protein,NA,NA,WP_012905803.1,similar to AA sequence:RefSeq:NP_460517.1,1
NC_013716.1,ROD_RS07690,ROD_15431,protein_coding,treY,NA,malto-oligosyltrehalose synthase,putative hydrolase,NA,NA,WP_012905804.1,similar to AA sequence:RefSeq:WP_007374992.1,1
NC_013716.1,ROD_RS07695,ROD_15441,protein_coding,treZ,NA,malto-oligosyltrehalose trehalohydrolase,putative hydrolase,NA,NA,WP_012905805.1,similar to AA sequence:RefSeq:WP_009090428.1,1
NC_013716.1,ROD_RS07700,ROD_15461,protein_coding,yddV,NA,diguanylate cyclase,diguanylate cyclase YddV,NA,NA,WP_012905807.1,similar to AA sequence:RefSeq:WP_020803662.1,1
NC_013716.1,ROD_RS07705,ROD_15471,protein_coding,dos,"dosP, pdeO",oxygen-sensing cyclic-di-GMP phosphodiesterase,heme-regulated cyclic AMP phosphodiesterase (direct oxygen sensor protein),NA,NA,WP_012905808.1,similar to AA sequence:RefSeq:NP_416006.4,1
NC_013716.1,ROD_RS07710,ROD_15481,protein_coding,NA,NA,LysR family transcriptional regulator,putative LysR-family transcriptional regulator,NA,NA,WP_012905809.1,similar to AA sequence:RefSeq:WP_000784071.1,1
NC_013716.1,ROD_RS07715,ROD_15491,protein_coding,NA,NA,CoA transferase subunit A,putative CoA-transferase alpha subunit,NA,NA,WP_012905810.1,similar to AA sequence:RefSeq:WP_004933280.1,1
NC_013716.1,ROD_RS28650,ROD_15501,pseudogene,NA,NA,succinyl-CoA--3-ketoacid-CoA transferase,pseudogene,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005227332.1,1
NC_013716.1,ROD_RS28800,ROD_15511,pseudogene,NA,NA,GntP family permease,pseudogene,frameshifted,"partial true, pseudo true, incomplete, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005227336.1,1
NC_013716.1,ROD_RS07730,ROD_15521,protein_coding,NA,NA,3-hydroxybutyrate dehydrogenase,putative short chain dehydrogenase,NA,NA,WP_012905811.1,similar to AA sequence:RefSeq:YP_005227337.1,1
NC_013716.1,ROD_RS07735,ROD_15531,protein_coding,osmC,NA,peroxiredoxin OsmC,peroxiredoxin (osmotically-inducible protein C),NA,NA,WP_012905812.1,similar to AA sequence:RefSeq:NP_415999.1,1
NC_013716.1,ROD_RS07740,ROD_15541,protein_coding,bdm,NA,biofilm-dependent modulation protein,protein Bdm (biofilm-dependent modulation protein),NA,NA,WP_012905813.1,similar to AA sequence:RefSeq:NP_460523.1,1
NC_013716.1,ROD_RS07745,ROD_15551,protein_coding,sra,NA,stationary-phase-induced ribosome-associated protein,stationary-phase-induced ribosome-associated protein (sra) (protein d) (30s ribosomal protein s22),NA,NA,WP_012905814.1,similar to AA sequence:RefSeq:NP_460524.1,1
NC_013716.1,ROD_RS07750,ROD_15561,protein_coding,sfcA,maeA,malate dehydrogenase,NAD-dependent malic enzyme,NA,NA,WP_012905815.1,similar to AA sequence:RefSeq:NP_707611.2,1
NC_013716.1,ROD_RS07755,ROD_15571,protein_coding,NA,NA,type II toxin-antitoxin system RelE/ParE family toxin,putative plasmid maintenance protein,NA,NA,WP_012905816.1,similar to AA sequence:RefSeq:WP_011039853.1,1
NC_013716.1,ROD_RS07760,ROD_15581,protein_coding,NA,NA,HigA family addiction module antitoxin,putative plasmid maintenance protein,NA,NA,WP_012905817.1,similar to AA sequence:RefSeq:NP_310108.2,1
NC_013716.1,ROD_RS07765,ROD_15591,protein_coding,ppa,NA,inorganic diphosphatase,putative inorganic pyrophosphatase,NA,NA,WP_012905818.1,similar to AA sequence:RefSeq:WP_003833020.1,1
NC_013716.1,ROD_RS07770,ROD_15601,protein_coding,fdnI,NA,formate dehydrogenase-N subunit gamma,"formate dehydrogenase, nitrate-inducible,cytochrome b556(fdn) subunit",NA,NA,WP_012905819.1,similar to AA sequence:RefSeq:WP_003020054.1,1
NC_013716.1,ROD_RS07775,ROD_15611,protein_coding,fdnH,fdxH,formate dehydrogenase subunit beta,"formate dehydrogenase, nitrate-inducible,iron-sulfur subunit",NA,NA,WP_012905820.1,similar to AA sequence:RefSeq:NP_460528.1,1
NC_013716.1,ROD_RS07780,ROD_15621,protein_coding,fdnG,NA,formate dehydrogenase-N subunit alpha,"formate dehydrogenase, nitrate-inducible, major subunit",NA,"transl_except (pos:complement(1659722..1659724),aa:Sec)",WP_081442300.1,similar to AA sequence:RefSeq:NP_460529.1,1
NC_013716.1,ROD_RS07790,ROD_15631,protein_coding,yddG,NA,aromatic amino acid efflux DMT transporter YddG,putative membrane protein,NA,NA,WP_024132664.1,similar to AA sequence:RefSeq:NP_415990.5,1
NC_013716.1,ROD_RS07795,ROD_15641,protein_coding,NA,NA,porin OmpD,outer membrane porin protein,NA,NA,WP_012905823.1,similar to AA sequence:RefSeq:NP_460531.1,1
NC_013716.1,ROD_RS07800,ROD_15651,protein_coding,NA,NA,GFA family protein,conserved hypothetical protein,NA,NA,WP_231851618.1,similar to AA sequence:RefSeq:NP_460532.3,1
NC_013716.1,ROD_RS07805,ROD_15661,protein_coding,smvA,NA,MFS transporter,methyl viologen resistance protein SmvA,NA,NA,WP_012905825.1,similar to AA sequence:RefSeq:WP_008784803.1,1
NC_013716.1,ROD_RS07810,ROD_15671,protein_coding,NA,NA,TetR family transcriptional regulator,"putative transcriptional regulator, TetR family",NA,NA,WP_012905826.1,similar to AA sequence:RefSeq:NP_460534.1,1
NC_013716.1,ROD_RS07815,ROD_15681,protein_coding,narU,NA,NarK family nitrate/nitrite MFS transporter,nitrite extrusion protein,NA,NA,WP_012905827.1,similar to AA sequence:RefSeq:NP_460535.1,1
NC_013716.1,ROD_RS07820,ROD_15691,protein_coding,narZ,NA,nitrate reductase subunit alpha,respiratory nitrate reductase 2 alpha chain,NA,NA,WP_012905828.1,similar to AA sequence:RefSeq:NP_460536.1,1
NC_013716.1,ROD_RS07825,ROD_15701,protein_coding,narY,narH,nitrate reductase subunit beta,respiratory nitrate reductase 2 beta chain,NA,NA,WP_012905829.1,similar to AA sequence:RefSeq:NP_460537.1,1
NC_013716.1,ROD_RS07830,ROD_15711,protein_coding,narW,NA,nitrate reductase molybdenum cofactor assembly chaperone,respiratory nitrate reductase 2 delta chain,NA,NA,WP_012905830.1,similar to AA sequence:RefSeq:NP_460538.1,1
NC_013716.1,ROD_RS07835,ROD_15721,protein_coding,narV,narI,respiratory nitrate reductase subunit gamma,respiratory nitrate reductase 2 gamma chain,NA,NA,WP_012905831.1,similar to AA sequence:RefSeq:NP_460539.1,1
NC_013716.1,ROD_RS07840,ROD_15731,protein_coding,NA,NA,autotransporter outer membrane beta-barrel domain-containing protein,putative adhesin autotransporter,NA,NA,WP_012905832.1,similar to AA sequence:RefSeq:WP_012904589.1,1
NC_013716.1,ROD_RS07845,ROD_15741,protein_coding,nhoA,NA,N-hydroxyarylamine O-acetyltransferase,N-hydroxyarylamine O-acetyltransferase,NA,NA,WP_012905833.1,similar to AA sequence:RefSeq:NP_415980.1,1
NC_013716.1,ROD_RS07850,ROD_15751,protein_coding,NA,NA,flavin reductase family protein,flavin reductase-like protein,NA,NA,WP_012905834.1,similar to AA sequence:RefSeq:WP_001578325.1,1
NC_013716.1,ROD_RS07855,ROD_15761,protein_coding,NA,NA,glutathione S-transferase family protein,putative glutathione S-transferase,NA,NA,WP_012905835.1,similar to AA sequence:RefSeq:NP_415971.1,1
NC_013716.1,ROD_RS07860,ROD_15771,protein_coding,NA,NA,YncE family protein,possible exported protein,NA,NA,WP_012905836.1,similar to AA sequence:RefSeq:NP_310083.1,1
NC_013716.1,ROD_RS07865,ROD_15781,pseudogene,NA,NA,TonB-dependent receptor,pseudogene,frameshifted,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:NP_310082.1,1
NC_013716.1,ROD_RS07870,ROD_15801,protein_coding,NA,NA,GntR family transcriptional regulator,GntR-family transcriptional regulator,NA,NA,WP_012905837.1,similar to AA sequence:RefSeq:WP_001119581.1,1
NC_013716.1,ROD_RS07875,ROD_15811,protein_coding,NA,NA,NADP-dependent oxidoreductase,putative zinc-binding dehydrogenase,NA,NA,WP_012905838.1,similar to AA sequence:RefSeq:WP_001517827.1,1
NC_013716.1,ROD_RS07880,ROD_15821,protein_coding,NA,NA,XRE family transcriptional regulator,putative DNA-binding protein,NA,NA,WP_012905839.1,similar to AA sequence:RefSeq:WP_012132365.1,1
NC_013716.1,ROD_RS07885,ROD_15831,protein_coding,mddA,NA,L-methionine sulfoximine/L-methionine sulfone acetyltransferase,putative acetyltransferase,NA,NA,WP_012905840.1,similar to AA sequence:RefSeq:WP_008784830.1,1
NC_013716.1,ROD_RS07890,ROD_15841,protein_coding,NA,NA,DMT family transporter,putative outer membrane protein,NA,NA,WP_012905841.1,similar to AA sequence:RefSeq:NP_310078.1,1
NC_013716.1,ROD_RS07895,ROD_15851,protein_coding,NA,NA,YdcY family protein,conserved hypothetical protein,NA,NA,WP_012905842.1,similar to AA sequence:RefSeq:NP_310077.1,1
NC_013716.1,ROD_RS07900,ROD_15861,protein_coding,NA,NA,SrfA family protein,putative virulence effector protein,NA,NA,WP_012905843.1,similar to AA sequence:RefSeq:NP_460552.1,1
NC_013716.1,ROD_RS07905,ROD_15871,protein_coding,NA,NA,virulence factor SrfB,putative virulence effector protein,NA,NA,WP_012905844.1,similar to AA sequence:RefSeq:NP_460553.1,1
NC_013716.1,ROD_RS07910,ROD_15881,protein_coding,NA,NA,virulence factor SrfC family protein,putative virulence effector protein,NA,NA,WP_012905845.1,similar to AA sequence:RefSeq:WP_000211078.1,1
NC_013716.1,ROD_RS07915,ROD_15891,protein_coding,NA,NA,GhoT/OrtT family toxin,putative membrane protein,NA,NA,WP_042623149.1,similar to AA sequence:RefSeq:NP_415962.2,1
NC_013716.1,ROD_RS26095,NA,protein_coding,yncL,NA,stress response membrane protein YncL,NA,NA,NA,WP_071820580.1,similar to AA sequence:RefSeq:YP_001165318.1,1
NC_013716.1,ROD_RS07920,ROD_15901,protein_coding,ydcW,patD,aminobutyraldehyde dehydrogenase,gamma-aminobutyraldehyde dehydrogenase,NA,NA,WP_012905847.1,similar to AA sequence:RefSeq:NP_415961.1,1
NC_013716.1,ROD_RS07925,ROD_15911,protein_coding,NA,NA,ABC transporter permease,"ABC transporter, permease protein",NA,NA,WP_012905848.1,similar to AA sequence:RefSeq:YP_005227200.1,1
NC_013716.1,ROD_RS07930,ROD_15921,protein_coding,NA,NA,ABC transporter permease,"ABC transporter, permease protein",NA,NA,WP_012905849.1,similar to AA sequence:RefSeq:NP_310073.1,1
NC_013716.1,ROD_RS07935,ROD_15931,protein_coding,NA,NA,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",NA,NA,WP_012905850.1,similar to AA sequence:RefSeq:NP_415958.1,1
NC_013716.1,ROD_RS07940,ROD_15941,protein_coding,NA,NA,ABC transporter substrate-binding protein,"ABC transporter, substrate-binding protein",NA,NA,WP_012905851.1,similar to AA sequence:RefSeq:NP_415957.1,1
NC_013716.1,ROD_RS07945,ROD_15951,protein_coding,NA,NA,PLP-dependent aminotransferase family protein,putative GntR-family transciptional regulator,NA,NA,WP_012905852.1,similar to AA sequence:RefSeq:WP_003843728.1,1
NC_013716.1,ROD_RS07950,ROD_15961,protein_coding,NA,NA,type II toxin-antitoxin system HicB family antitoxin,putative transcriptional regulator,NA,NA,WP_024132666.1,similar to AA sequence:RefSeq:WP_010847564.1,1
NC_013716.1,ROD_RS07955,ROD_15971,protein_coding,NA,NA,DUF2554 family protein,putative exported protein,NA,NA,WP_012905854.1,similar to AA sequence:RefSeq:WP_016158301.1,1
NC_013716.1,ROD_RS07960,ROD_15981,protein_coding,NA,NA,U32 family peptidase,putative peptidase,NA,NA,WP_024132667.1,similar to AA sequence:RefSeq:WP_019076832.1,1
NC_013716.1,ROD_RS07965,ROD_15991,protein_coding,NA,NA,XRE family transcriptional regulator,putative transcriptional regulator,NA,NA,WP_012905856.1,similar to AA sequence:RefSeq:WP_000429155.1,1
NC_013716.1,ROD_RS07970,ROD_16001,protein_coding,NA,NA,benzoate/H(+) symporter BenE family transporter,putative benzoate transporter,NA,NA,WP_012905857.1,similar to AA sequence:RefSeq:WP_008322308.1,1
NC_013716.1,ROD_RS07975,ROD_16011,protein_coding,NA,NA,helix-turn-helix domain-containing protein,putative AraC-family transcriptional regulator,NA,NA,WP_012905858.1,similar to AA sequence:RefSeq:WP_008784850.1,1
NC_013716.1,ROD_RS07980,ROD_16021,protein_coding,NA,NA,DMT family transporter,putative inner membrane protein,NA,NA,WP_012905859.1,similar to AA sequence:RefSeq:WP_016161183.1,1
NC_013716.1,ROD_RS07985,ROD_16031,protein_coding,NA,NA,DUF3313 domain-containing protein,putative lipoprotein,NA,NA,WP_012905860.1,similar to AA sequence:RefSeq:NP_460566.1,1
NC_013716.1,ROD_RS07990,ROD_16041,protein_coding,tehB,NA,tellurite resistance methyltransferase TehB,tellurite resistance protein,NA,NA,WP_012905861.1,similar to AA sequence:RefSeq:NP_460567.1,1
NC_013716.1,ROD_RS07995,ROD_16051,protein_coding,tehA,NA,dicarboxylate transporter/tellurite-resistance protein TehA,tellurite resistance protein,NA,NA,WP_012905862.1,similar to AA sequence:RefSeq:NP_460568.1,1
NC_013716.1,ROD_RS08000,ROD_16061,protein_coding,ydcK,NA,YdcK family protein,putative transferase,NA,NA,WP_012905863.1,similar to AA sequence:RefSeq:WP_001625184.1,1
NC_013716.1,ROD_RS08005,ROD_16071,protein_coding,rimL,NA,50S ribosomal protein L7/L12-serine acetyltransferase,ribosomal-protein-serine acetyltransferase,NA,NA,WP_024132668.1,similar to AA sequence:RefSeq:WP_016150286.1,1
NC_013716.1,ROD_RS08010,ROD_16081,protein_coding,NA,NA,YdcH family protein,conserved hypothetical protein,NA,NA,WP_012905865.1,similar to AA sequence:RefSeq:WP_003020276.1,1
NC_013716.1,ROD_RS08015,ROD_16091,protein_coding,mdoD,NA,glucan biosynthesis protein,glucans biosynthesis protein D,NA,NA,WP_024132669.1,similar to AA sequence:RefSeq:NP_460581.1,1
NC_013716.1,ROD_RS08020,ROD_16101,protein_coding,NA,NA,carboxylesterase/lipase family protein,putative esterase,NA,NA,WP_012905867.1,similar to AA sequence:RefSeq:NP_460582.1,1
NC_013716.1,ROD_RS08025,ROD_16111,protein_coding,NA,NA,VOC family protein,conserved hypothetical protein,NA,NA,WP_012905868.1,similar to AA sequence:RefSeq:NP_415940.1,1
NC_013716.1,ROD_RS08030,ROD_16131,protein_coding,pcaH,NA,"protocatechuate 3,4-dioxygenase subunit beta","putative protocatechuate 3,4-dioxygenase beta chain",NA,NA,WP_012905869.1,similar to AA sequence:RefSeq:WP_001291970.1,1
NC_013716.1,ROD_RS08035,ROD_16141,protein_coding,pcaG,NA,"protocatechuate 3,4-dioxygenase subunit alpha","protocatechuate 3,4-dioxygenase alpha chain",NA,NA,WP_012905870.1,similar to AA sequence:RefSeq:YP_005227227.1,1
NC_013716.1,ROD_RS08040,ROD_16151,protein_coding,NA,NA,LysR substrate-binding domain-containing protein,LysR-family transcriptional regulator,NA,NA,WP_012905871.1,similar to AA sequence:RefSeq:NP_460584.1,1
NC_013716.1,ROD_RS08045,ROD_16161,protein_coding,trg,NA,methyl-accepting chemotaxis protein,methyl-accepting chemotaxis protein III (ribose an galactose chemoreceptor protein),NA,NA,WP_012905872.1,similar to AA sequence:RefSeq:WP_014831858.1,1
NC_013716.1,ROD_RS08050,ROD_16171,protein_coding,adhC,NA,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,alcohol dehydrogenase class-III,NA,NA,WP_012905873.1,similar to AA sequence:RefSeq:NP_460586.1,1
NC_013716.1,ROD_RS28075,NA,pseudogene,NA,NA,metal/formaldehyde-sensitive transcriptional repressor,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:NP_460587.1,1
NC_013716.1,ROD_RS08055,ROD_16181,protein_coding,NA,NA,hypothetical protein,putative membrane protein,NA,NA,WP_012905874.1,similar to AA sequence:RefSeq:WP_001477068.1,1
NC_013716.1,ROD_RS08060,ROD_16201,pseudogene,NA,NA,DUF2219 family protein,pseudogene,frameshifted,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:WP_009432357.1,1
NC_013716.1,ROD_RS08065,ROD_16211,protein_coding,cybB,NA,cytochrome b561,cytochrome b561 (cytochrome b-561),NA,NA,WP_012905875.1,similar to AA sequence:RefSeq:NP_415935.2,1
NC_013716.1,ROD_RS08070,ROD_16221,protein_coding,gapC,gap,type I glyceraldehyde-3-phosphate dehydrogenase,glyceraldehyde-3-phosphate dehydrogenase C,NA,NA,WP_012905876.1,similar to AA sequence:RefSeq:NP_310049.1,1
NC_013716.1,ROD_RS08075,ROD_16231,protein_coding,aldA,NA,aldehyde dehydrogenase,aldehyde dehydrogenase A,NA,NA,WP_012905877.1,similar to AA sequence:RefSeq:NP_310048.1,1
